id,duplicate_group,split
SYN-02215,568,train
SYN-02216,569,train
SYN-02217,200,train
SYN-02218,3264,test
SYN-02219,3189,validation
SYN-02220,3244,train
SYN-02221,19,train
SYN-02222,570,test
SYN-02223,571,train
SYN-02224,3560,train
SYN-02225,4355,validation
SYN-02226,572,train
SYN-02227,2369,train
SYN-02228,3497,validation
SYN-02229,1065,train
SYN-02230,573,train
SYN-02231,574,train
SYN-02232,1190,train
SYN-02233,991,train
SYN-02234,575,train
SYN-02235,991,train
SYN-02236,576,validation
SYN-02237,577,train
SYN-02238,578,validation
SYN-02239,3264,test
SYN-02240,579,validation
SYN-02241,3797,train
SYN-02242,580,train
SYN-02243,1330,train
SYN-02244,581,test
SYN-02245,582,train
SYN-02246,991,train
SYN-02247,583,train
SYN-02248,584,train
SYN-02249,2579,train
SYN-02250,585,test
SYN-02251,586,train
SYN-02252,2482,test
SYN-02253,587,validation
SYN-02254,3021,train
SYN-02255,588,train
SYN-02256,589,validation
SYN-02257,590,validation
SYN-02258,591,train
SYN-02259,2032,train
SYN-02260,592,train
SYN-02261,2313,test
SYN-02262,3386,train
SYN-02263,593,train
SYN-02264,1190,train
SYN-02265,594,validation
SYN-02266,595,train
SYN-02267,596,test
SYN-02268,3734,train
SYN-02269,597,validation
SYN-02270,598,train
SYN-02271,200,train
SYN-02272,599,train
SYN-02273,600,train
SYN-02274,1816,train
SYN-02275,1121,train
SYN-02276,601,train
SYN-02277,3060,test
SYN-02278,602,train
SYN-02279,603,train
SYN-02280,604,train
SYN-02281,200,train
SYN-02282,3189,validation
SYN-02283,36,train
SYN-02284,4008,train
SYN-02285,605,train
SYN-02286,606,train
SYN-02287,19,train
SYN-02288,4045,train
SYN-02289,3987,train
SYN-02290,593,train
SYN-02291,607,train
SYN-02292,608,validation
SYN-02293,609,train
SYN-02294,610,train
SYN-02295,611,train
SYN-02296,612,train
SYN-02297,200,train
SYN-02298,613,train
SYN-02299,1190,train
SYN-02300,614,train
SYN-02301,3244,train
SYN-02302,615,train
SYN-02303,2492,train
SYN-02304,294,train
SYN-02305,2327,train
SYN-02306,616,train
SYN-02307,617,train
SYN-02308,618,train
SYN-02309,2032,train
SYN-02310,200,train
SYN-02311,539,test
SYN-02312,619,train
SYN-02313,620,train
SYN-02314,621,train
SYN-02315,3189,validation
SYN-02316,622,train
SYN-02317,623,train
SYN-02318,624,train
SYN-02319,200,train
SYN-02320,625,train
SYN-02321,626,train
SYN-02322,627,test
SYN-02323,628,test
SYN-02324,629,train
SYN-02325,4138,train
SYN-02326,630,train
SYN-02327,631,train
SYN-02328,632,train
SYN-02329,2715,train
SYN-02330,3244,train
SYN-02331,36,train
SYN-02332,633,train
SYN-02333,634,train
SYN-02334,472,train
SYN-02335,3323,test
SYN-02336,1018,train
SYN-02337,635,train
SYN-02338,49,train
SYN-02339,636,test
SYN-02340,1190,train
SYN-02341,637,train
SYN-02342,638,train
SYN-02343,2032,train
SYN-02344,639,test
SYN-02345,991,train
SYN-02346,640,train
SYN-02347,200,train
SYN-02348,4285,train
SYN-02349,2765,train
SYN-02350,3244,train
SYN-02351,634,train
SYN-02352,641,train
SYN-02353,642,train
SYN-02354,4043,train
SYN-02355,643,train
SYN-02356,991,train
SYN-02357,200,train
SYN-02358,328,train
SYN-02359,3338,test
SYN-02360,3580,train
SYN-02361,472,train
SYN-02362,644,test
SYN-02363,2939,train
SYN-02364,321,train
SYN-02365,200,train
SYN-02366,4325,test
SYN-02367,3024,train
SYN-02368,523,validation
SYN-02369,49,train
SYN-02370,1863,validation
SYN-02371,645,train
SYN-02372,3495,train
SYN-02373,3021,train
SYN-02374,472,train
SYN-02375,646,train
SYN-02376,1831,test
SYN-02377,1330,train
SYN-02378,647,train
SYN-02379,648,train
SYN-02380,649,train
SYN-02381,650,train
SYN-02382,2032,train
SYN-02383,651,train
SYN-02384,652,train
SYN-02385,3580,train
SYN-02386,1585,train
SYN-02387,653,validation
SYN-02388,1190,train
SYN-02389,3189,validation
SYN-02390,654,test
SYN-02391,1928,train
SYN-02392,4045,train
SYN-02393,472,train
SYN-02394,736,train
SYN-02395,655,train
SYN-02396,656,train
SYN-02397,657,train
SYN-02398,658,train
SYN-02399,213,validation
SYN-02400,2482,test
SYN-02401,659,train
SYN-02402,2032,train
SYN-02403,3264,test
SYN-02404,660,test
SYN-02405,661,train
SYN-02406,662,train
SYN-02407,663,train
SYN-02408,664,test
SYN-02409,1330,train
SYN-02410,3244,train
SYN-02411,1585,train
SYN-02412,665,train
SYN-02413,991,train
SYN-02414,49,train
SYN-02415,2313,test
SYN-02416,2682,test
SYN-02417,666,train
SYN-02418,667,train
SYN-02419,3580,train
SYN-02420,668,train
SYN-02421,472,train
SYN-02422,669,train
SYN-02423,670,validation
SYN-02424,671,train
SYN-02425,672,validation
SYN-02426,36,train
SYN-02427,673,test
SYN-02428,4011,train
SYN-02429,4263,train
SYN-02430,3797,train
SYN-02431,298,validation
SYN-02432,3495,train
SYN-02433,1061,test
SYN-02434,674,train
SYN-02435,3681,train
SYN-02436,675,train
SYN-02437,676,train
SYN-02438,401,validation
SYN-02439,677,train
SYN-02440,678,train
SYN-02441,991,train
SYN-02442,679,train
SYN-02443,680,validation
SYN-02444,4005,train
SYN-02445,2117,train
SYN-02446,681,train
SYN-02447,786,train
SYN-02448,634,train
SYN-02449,682,train
SYN-02450,683,validation
SYN-02451,684,test
SYN-02452,685,train
SYN-02453,686,train
SYN-02454,687,train
SYN-02455,977,train
SYN-02456,4064,train
SYN-02457,200,train
SYN-02458,634,train
SYN-02459,688,train
SYN-02460,689,test
SYN-02461,690,train
SYN-02462,691,train
SYN-02463,93,train
SYN-02464,692,train
SYN-02465,693,validation
SYN-02466,3344,validation
SYN-02467,694,train
SYN-02468,695,test
SYN-02469,696,train
SYN-02470,697,train
SYN-02471,698,train
SYN-02472,699,train
SYN-02473,634,train
SYN-02474,700,validation
SYN-02475,3344,validation
SYN-02476,701,test
SYN-02477,702,validation
SYN-02478,703,train
SYN-02479,704,test
SYN-02480,705,test
SYN-02481,36,train
SYN-02482,4263,train
SYN-02483,706,train
SYN-02484,707,train
SYN-02485,343,train
SYN-02486,708,train
SYN-02487,3344,validation
SYN-02488,1923,test
SYN-02489,3797,train
SYN-02490,709,train
SYN-02491,4124,train
SYN-02492,752,train
SYN-02493,200,train
SYN-02494,3189,validation
SYN-02495,36,train
SYN-02496,1831,test
SYN-02497,710,train
SYN-02498,36,train
SYN-02499,3580,train
SYN-02500,711,train
SYN-02501,1831,test
SYN-02502,712,train
SYN-02503,171,train
SYN-02504,4045,train
SYN-02505,4355,validation
SYN-02506,200,train
SYN-02507,2135,train
SYN-02508,3244,train
SYN-02509,713,train
SYN-02510,714,train
SYN-02511,200,train
SYN-02512,2032,train
SYN-02513,715,train
SYN-02514,200,train
SYN-02515,716,train
SYN-02516,717,train
SYN-02517,1654,test
SYN-02518,4378,validation
SYN-02519,1941,train
SYN-02520,718,train
SYN-02521,719,train
SYN-02522,1190,train
SYN-02523,3580,train
SYN-02524,720,train
SYN-02525,19,train
SYN-02526,721,train
SYN-02527,1190,train
SYN-02528,722,validation
SYN-02529,49,train
SYN-02530,723,train
SYN-02531,724,train
SYN-02532,991,train
SYN-02533,3189,validation
SYN-02534,725,train
SYN-02535,726,test
SYN-02536,3313,train
SYN-02537,105,validation
SYN-02538,910,validation
SYN-02539,727,validation
SYN-02540,49,train
SYN-02541,728,train
SYN-02542,343,train
SYN-02543,729,train
SYN-02544,1264,train
SYN-02545,730,train
SYN-02546,731,test
SYN-02547,3389,train
SYN-02548,249,train
SYN-02549,732,train
SYN-02550,1190,train
SYN-02551,733,train
SYN-02552,734,train
SYN-02553,735,validation
SYN-02554,3021,train
SYN-02555,736,train
SYN-02556,737,train
SYN-02557,1190,train
SYN-02558,738,train
SYN-02559,739,train
SYN-02560,36,train
SYN-02561,740,train
SYN-02562,741,train
SYN-02563,742,train
SYN-02564,3189,validation
SYN-02565,743,train
SYN-02566,744,train
SYN-02567,3021,train
SYN-02568,745,train
SYN-02569,746,test
SYN-02570,200,train
SYN-02571,747,train
SYN-02572,4526,train
SYN-02573,1263,train
SYN-02574,2818,validation
SYN-02575,748,train
SYN-02576,752,train
SYN-02577,749,validation
SYN-02578,1844,train
SYN-02579,4064,train
SYN-02580,49,train
SYN-02581,3344,validation
SYN-02582,750,test
SYN-02583,3244,train
SYN-02584,751,train
SYN-02585,1061,test
SYN-02586,442,train
SYN-02587,752,train
SYN-02588,813,test
SYN-02589,4459,train
SYN-02590,753,validation
SYN-02591,754,validation
SYN-02592,755,train
SYN-02593,756,train
SYN-02594,1961,train
SYN-02595,1330,train
SYN-02596,3386,train
SYN-02597,991,train
SYN-02598,757,train
SYN-02599,758,train
SYN-02600,786,train
SYN-02601,2452,train
SYN-02602,3584,train
SYN-02603,759,train
SYN-02604,760,validation
SYN-02605,82,train
SYN-02606,761,train
SYN-02607,2079,train
SYN-02608,762,train
SYN-02609,1654,test
SYN-02610,1190,train
SYN-02611,49,train
SYN-02612,1330,train
SYN-02613,1018,train
SYN-02614,763,train
SYN-02615,764,train
SYN-02616,1061,test
SYN-02617,765,train
SYN-02618,991,train
SYN-02619,3580,train
SYN-02620,766,train
SYN-02621,3580,train
SYN-02622,767,train
SYN-02623,634,train
SYN-02624,768,train
SYN-02625,200,train
SYN-02626,200,train
SYN-02627,769,validation
SYN-02628,770,test
SYN-02629,771,train
SYN-02630,3021,train
SYN-02631,3480,train
SYN-02632,1831,test
SYN-02633,78,train
SYN-02634,772,train
SYN-02635,773,validation
SYN-02636,3580,train
SYN-02637,991,train
SYN-02638,774,test
SYN-02639,850,train
SYN-02640,775,train
SYN-02641,776,train
SYN-02642,777,train
SYN-02643,778,train
SYN-02644,569,train
SYN-02645,1264,train
SYN-02646,779,train
SYN-02647,1404,validation
SYN-02648,3580,train
SYN-02649,3741,train
SYN-02650,3580,train
SYN-02651,3495,train
SYN-02652,1330,train
SYN-02653,3797,train
SYN-02654,780,train
SYN-02655,19,train
SYN-02656,781,train
SYN-02657,782,train
SYN-02658,783,test
SYN-02659,3249,train
SYN-02660,991,train
SYN-02661,2999,train
SYN-02662,3197,test
SYN-02663,3560,train
SYN-02664,4475,test
SYN-02665,784,train
SYN-02666,3580,train
SYN-02667,785,test
SYN-02668,786,train
SYN-02669,634,train
SYN-02670,578,validation
SYN-02671,787,train
SYN-02672,788,test
SYN-02673,1330,train
SYN-02674,472,train
SYN-02675,200,train
SYN-02676,789,validation
SYN-02677,3021,train
SYN-02678,733,train
SYN-02679,4270,train
SYN-02680,790,train
SYN-02681,2897,train
SYN-02682,791,train
SYN-02683,792,train
SYN-02684,793,train
SYN-02685,291,validation
SYN-02686,3189,validation
SYN-02687,794,train
SYN-02688,4353,validation
SYN-02689,2896,train
SYN-02690,3218,train
SYN-02691,795,train
SYN-02692,796,train
SYN-02693,991,train
SYN-02694,797,test
SYN-02695,798,train
SYN-02696,799,train
SYN-02697,800,train
SYN-02698,801,train
SYN-02699,206,train
SYN-02700,2452,train
SYN-02701,802,train
SYN-02702,803,train
SYN-02703,736,train
SYN-02704,804,train
SYN-02705,2032,train
SYN-02706,36,train
SYN-02707,1330,train
SYN-02708,2469,train
SYN-02709,805,train
SYN-02710,3630,train
SYN-02711,991,train
SYN-02712,806,train
SYN-02713,4008,train
SYN-02714,4263,train
SYN-02715,1190,train
SYN-02716,2079,train
SYN-02717,472,train
SYN-02718,551,train
SYN-02719,200,train
SYN-02720,807,validation
SYN-02721,3584,train
SYN-02722,401,validation
SYN-02723,808,test
SYN-02724,809,train
SYN-02725,810,train
SYN-02726,1190,train
SYN-02727,1831,test
SYN-02728,4263,train
SYN-02729,3854,train
SYN-02730,811,train
SYN-02731,812,validation
SYN-02732,813,test
SYN-02733,4008,train
SYN-02734,472,train
SYN-02735,814,train
SYN-02736,933,train
SYN-02737,81,train
SYN-02738,815,train
SYN-02739,4343,validation
SYN-02740,2964,validation
SYN-02741,4361,test
SYN-02742,816,train
SYN-02743,817,train
SYN-02744,818,train
SYN-02745,819,train
SYN-02746,820,train
SYN-02747,821,train
SYN-02748,28,train
SYN-02749,1855,train
SYN-02750,4045,train
SYN-02751,3797,train
SYN-02752,822,test
SYN-02753,239,train
SYN-02754,823,train
SYN-02755,824,validation
SYN-02756,825,train
SYN-02757,826,train
SYN-02758,3189,validation
SYN-02759,3264,test
SYN-02760,827,train
SYN-02761,828,train
SYN-02762,3495,train
SYN-02763,2079,train
SYN-02764,829,train
SYN-02765,812,validation
SYN-02766,1263,train
SYN-02767,1330,train
SYN-02768,200,train
SYN-02769,830,train
SYN-02770,2032,train
SYN-02771,2683,train
SYN-02772,1654,test
SYN-02773,831,test
SYN-02774,832,test
SYN-02775,833,train
SYN-02776,93,train
SYN-02777,834,test
SYN-02778,2102,train
SYN-02779,3471,validation
SYN-02780,1926,train
SYN-02781,835,validation
SYN-02782,3580,train
SYN-02783,49,train
SYN-02784,836,train
SYN-02785,837,train
SYN-02786,200,train
SYN-02787,3580,train
SYN-02788,4408,train
SYN-02789,838,train
SYN-02790,3181,train
SYN-02791,839,train
SYN-02792,840,train
SYN-02793,991,train
SYN-02794,841,train
SYN-02795,3797,train
SYN-02796,1831,test
SYN-02797,2955,train
SYN-02798,4289,train
SYN-02799,3344,validation
SYN-02800,842,validation
SYN-02801,3495,train
SYN-02802,843,train
SYN-02803,2101,validation
SYN-02804,200,train
SYN-02805,3249,train
SYN-02806,1061,test
SYN-02807,3495,train
SYN-02808,3557,test
SYN-02809,844,test
SYN-02810,845,validation
SYN-02811,3740,train
SYN-02812,1585,train
SYN-02813,2790,test
SYN-02814,3234,validation
SYN-02815,3416,train
SYN-02816,36,train
SYN-02817,846,test
SYN-02818,991,train
SYN-02819,847,train
SYN-02820,848,train
SYN-02821,849,train
SYN-02822,850,train
SYN-02823,851,train
SYN-02824,852,validation
SYN-02825,853,validation
SYN-02826,854,validation
SYN-02827,855,train
SYN-02828,3580,train
SYN-02829,856,test
SYN-02830,3264,test
SYN-02831,857,train
SYN-02832,200,train
SYN-02833,858,train
SYN-02834,813,test
SYN-02835,3189,validation
SYN-02836,859,train
SYN-02837,860,test
SYN-02838,472,train
SYN-02839,861,train
SYN-02840,862,train
SYN-02841,863,test
SYN-02842,19,train
SYN-02843,864,train
SYN-02844,3580,train
SYN-02845,865,train
SYN-02846,866,train
SYN-02847,867,train
SYN-02848,2676,test
SYN-02849,692,train
SYN-02850,868,train
SYN-02851,1330,train
SYN-02852,2482,test
SYN-02853,869,validation
SYN-02854,813,test
SYN-02855,870,train
SYN-02856,3487,train
SYN-02857,871,validation
SYN-02858,872,validation
SYN-02859,873,train
SYN-02860,874,train
SYN-02861,3471,validation
SYN-02862,3649,test
SYN-02863,3281,test
SYN-02864,875,train
SYN-02865,876,test
SYN-02866,877,train
SYN-02867,3580,train
SYN-02868,200,train
SYN-02869,878,train
SYN-02870,3580,train
SYN-02871,3244,train
SYN-02872,879,train
SYN-02873,880,train
SYN-02874,881,train
SYN-02875,3580,train
SYN-02876,882,train
SYN-02877,883,test
SYN-02878,884,train
SYN-02879,885,train
SYN-02880,3344,validation
SYN-02881,886,train
SYN-02882,1330,train
SYN-02883,551,train
SYN-02884,887,train
SYN-02885,888,train
SYN-02886,3580,train
SYN-02887,889,validation
SYN-02888,994,train
SYN-02889,4263,train
SYN-02890,1928,train
SYN-02891,890,test
SYN-02892,891,train
SYN-02893,4045,train
SYN-02894,634,train
SYN-02895,892,train
SYN-02896,200,train
SYN-02897,2999,train
SYN-02898,49,train
SYN-02899,893,train
SYN-02900,894,train
SYN-02901,634,train
SYN-02902,895,validation
SYN-02903,896,validation
SYN-02904,897,train
SYN-02905,49,train
SYN-02906,3580,train
SYN-02907,160,validation
SYN-02908,898,train
SYN-02909,3471,validation
SYN-02910,899,train
SYN-02911,3580,train
SYN-02912,900,test
SYN-02913,102,train
SYN-02914,901,validation
SYN-02915,902,train
SYN-02916,903,validation
SYN-02917,3744,test
SYN-02918,904,train
SYN-02919,905,train
SYN-02920,906,train
SYN-02921,1263,train
SYN-02922,3264,test
SYN-02923,36,train
SYN-02924,4230,train
SYN-02925,907,test
SYN-02926,991,train
SYN-02927,370,train
SYN-02928,908,validation
SYN-02929,909,train
SYN-02930,910,validation
SYN-02931,2194,validation
SYN-02932,911,test
SYN-02933,912,train
SYN-02934,2897,train
SYN-02935,3850,test
SYN-02936,913,validation
SYN-02937,914,train
SYN-02938,915,train
SYN-02939,36,train
SYN-02940,3797,train
SYN-02941,2319,train
SYN-02942,2452,train
SYN-02943,36,train
SYN-02944,240,validation
SYN-02945,4045,train
SYN-02946,2032,train
SYN-02947,916,train
SYN-02948,1153,train
SYN-02949,917,train
SYN-02950,918,train
SYN-02951,200,train
SYN-02952,3797,train
SYN-02953,4553,test
SYN-02954,919,test
SYN-02955,3189,validation
SYN-02956,368,train
SYN-02957,3807,train
SYN-02958,2482,test
SYN-02959,3244,train
SYN-02960,3249,train
SYN-02961,920,test
SYN-02962,2452,train
SYN-02963,921,test
SYN-02964,922,train
SYN-02965,3495,train
SYN-02966,2811,train
SYN-02967,923,test
SYN-02968,924,validation
SYN-02969,925,train
SYN-02970,926,train
SYN-02971,927,train
SYN-02972,928,train
SYN-02973,36,train
SYN-02974,929,train
SYN-02975,1190,train
SYN-02976,930,train
SYN-02977,1369,train
SYN-02978,3189,validation
SYN-02979,1330,train
SYN-02980,931,train
SYN-02981,4417,train
SYN-02982,932,train
SYN-02983,933,train
SYN-02984,934,test
SYN-02985,4043,train
SYN-02986,935,train
SYN-02987,936,train
SYN-02988,1330,train
SYN-02989,937,train
SYN-02990,1190,train
SYN-02991,49,train
SYN-02992,938,train
SYN-02993,472,train
SYN-02994,939,test
SYN-02995,940,train
SYN-02996,3495,train
SYN-02997,3244,train
SYN-02998,2135,train
SYN-02999,3244,train
SYN-03000,941,train
SYN-03001,942,train
SYN-03002,343,train
SYN-03003,943,train
SYN-03004,944,validation
SYN-03005,200,train
SYN-03006,3797,train
SYN-03007,3599,train
SYN-03008,945,train
SYN-03009,3264,test
SYN-03010,946,test
SYN-03011,947,train
SYN-03012,948,train
SYN-03013,949,train
SYN-03014,950,train
SYN-03015,951,train
SYN-03016,3471,validation
SYN-03017,952,train
SYN-03018,3580,train
SYN-03019,2313,test
SYN-03020,3388,test
SYN-03021,3538,train
SYN-03022,953,train
SYN-03023,954,test
SYN-03024,955,train
SYN-03025,472,train
SYN-03026,956,train
SYN-03027,1264,train
SYN-03028,3471,validation
SYN-03029,957,test
SYN-03030,780,train
SYN-03031,1330,train
SYN-03032,958,train
SYN-03033,959,train
SYN-03034,960,train
SYN-03035,3838,train
SYN-03036,3189,validation
SYN-03037,961,test
SYN-03038,3344,validation
SYN-03039,962,train
SYN-03040,963,train
SYN-03041,964,train
SYN-03042,965,test
SYN-03043,3249,train
SYN-03044,966,train
SYN-03045,1801,train
SYN-03046,967,validation
SYN-03047,968,train
SYN-03048,655,train
SYN-03049,969,train
SYN-03050,2193,train
SYN-03051,321,train
SYN-03052,1689,validation
SYN-03053,970,validation
SYN-03054,105,validation
SYN-03055,1668,test
SYN-03056,971,train
SYN-03057,1263,train
SYN-03058,972,train
SYN-03059,2135,train
SYN-03060,973,train
SYN-03061,974,train
SYN-03062,3797,train
SYN-03063,975,train
SYN-03064,2117,train
SYN-03065,646,train
SYN-03066,2369,train
SYN-03067,976,train
SYN-03068,240,validation
SYN-03069,2301,train
SYN-03070,4281,test
SYN-03071,2426,train
SYN-03072,977,train
SYN-03073,978,train
SYN-03074,36,train
SYN-03075,3661,train
SYN-03076,195,train
SYN-03077,979,train
SYN-03078,4257,train
SYN-03079,2369,train
SYN-03080,3189,validation
SYN-03081,36,train
SYN-03082,2605,train
SYN-03083,980,train
SYN-03084,981,train
SYN-03085,4045,train
SYN-03086,72,train
SYN-03087,982,validation
SYN-03088,983,train
SYN-03089,3580,train
SYN-03090,3487,train
SYN-03091,4045,train
SYN-03092,984,validation
SYN-03093,2032,train
SYN-03094,3625,train
SYN-03095,985,train
SYN-03096,2436,train
SYN-03097,1889,train
SYN-03098,986,train
SYN-03099,36,train
SYN-03100,987,train
SYN-03101,988,train
SYN-03102,3728,train
SYN-03103,2437,test
SYN-03104,989,train
SYN-03105,990,train
SYN-03106,4008,train
SYN-03107,3731,test
SYN-03108,991,train
SYN-03109,992,train
SYN-03110,1960,train
SYN-03111,993,train
SYN-03112,1330,train
SYN-03113,994,train
SYN-03114,3797,train
SYN-03115,2482,test
SYN-03116,995,train
SYN-03117,996,test
SYN-03118,3399,train
SYN-03119,997,train
SYN-03120,93,train
SYN-03121,3787,train
SYN-03122,998,train
SYN-03123,999,train
SYN-03124,1000,test
SYN-03125,3572,validation
SYN-03126,472,train
SYN-03127,991,train
SYN-03128,1001,train
SYN-03129,1002,test
SYN-03130,1003,test
SYN-03131,3471,validation
SYN-03132,2565,train
SYN-03133,1004,train
SYN-03134,1005,test
SYN-03135,752,train
SYN-03136,1006,train
SYN-03137,3675,validation
SYN-03138,2833,validation
SYN-03139,3471,validation
SYN-03140,3797,train
SYN-03141,991,train
SYN-03142,3407,train
SYN-03143,668,train
SYN-03144,1007,validation
SYN-03145,3800,validation
SYN-03146,1008,train
SYN-03147,1009,train
SYN-03148,1010,test
SYN-03149,1011,train
SYN-03150,1012,validation
SYN-03151,1013,train
SYN-03152,1014,train
SYN-03153,634,train
SYN-03154,3189,validation
SYN-03155,1015,train
SYN-03156,1016,train
SYN-03157,3580,train
SYN-03158,1017,train
SYN-03159,1018,train
SYN-03160,1019,validation
SYN-03161,1020,train
